Employee_ID,Name,Department,Years_Experience,Current_Project_ID,Location,Experience_Text,Skills,Experience_Level,All_Skills,Has_Current_Project
E678,Stephanie Oconnor,DevOps,6.7,,Mumbai,"Worked on projects involving NoSQL Database Management, Incident Response, and Jenkins. Delivered solutions for insurance domain.",nosql database management incident response jenkins involving nosql database management incident response jenkins,Mid-Level,nosql database management incident response jenkins involving nosql database management incident response jenkins,False
E679,Eric Best,AI Research,1.6,,Pune,"Worked on projects involving .Net, Quantum Computing, and Machine Learning. Delivered solutions for retail domain.",involving,Junior,involving,False
E680,Jessica Barajas,Software Development,14.7,,Mumbai,"Worked on projects involving Data Privacy Compliance, GraphQL API Development, and GraphQL API Development. Delivered solutions for insurance domain.",data privacy compliance graphql api development graphql api development involving data privacy compliance graphql api development graphql api development,Expert,data privacy compliance graphql api development graphql api development involving data privacy compliance graphql api development graphql api development,False
E681,Carol Farmer,Data Science,4.3,,Chennai,"Worked on projects involving .Net, AWS, and Data Quality Management. Delivered solutions for finance domain.",involving,Mid-Level,involving,False
E682,Cynthia Thomas,Software Development,4.0,,Mumbai,"Worked on projects involving Data Visualization, SQL Database Management, and GraphQL API Development. Delivered solutions for telecom domain.",data visualization sql database management graphql api development involving data visualization sql database management graphql api development,Mid-Level,data visualization sql database management graphql api development involving data visualization sql database management graphql api development,False
E683,Garrett Friedman,Cybersecurity,13.8,,Pune,"Worked on projects involving Azure, Agile Project Management, and Data Privacy Compliance. Delivered solutions for retail domain.",azure agile management data privacy compliance involving azure agile management data privacy compliance,Expert,azure agile management data privacy compliance involving azure agile management data privacy compliance,False
E684,Heather Nelson,Software Development,10.0,,Delhi,"Worked on projects involving Data Visualization, NoSQL Database Management, and Quantum Computing. Delivered solutions for healthcare domain.",data visualization nosql database management quantum computing involving data visualization nosql database management quantum computing,Senior,data visualization nosql database management quantum computing involving data visualization nosql database management quantum computing,False
E685,Timothy Myers,AI Research,5.4,,Chennai,"Worked on projects involving Java, Edge Computing, and Cybersecurity. Delivered solutions for insurance domain.",java edge computing cybersecurity involving java edge computing cybersecurity,Mid-Level,java edge computing cybersecurity involving java edge computing cybersecurity,False
E686,Julie Dominguez,AI Research,13.4,,Delhi,"Worked on projects involving IoT, Big Data, and Data Warehousing. Delivered solutions for finance domain.",iot big data data warehousing involving iot big data data warehousing,Expert,iot big data data warehousing involving iot big data data warehousing,False
E687,Patrick Owen,Cloud Engineering,4.4,,Delhi,"Worked on projects involving Network Security, NLP, and Data Visualization. Delivered solutions for finance domain.",network security nlp data visualization involving network security nlp data visualization,Mid-Level,network security nlp data visualization involving network security nlp data visualization,False
E688,Matthew Hebert,Software Development,12.4,,Delhi,"Worked on projects involving Microservices, .Net, and Scrum. Delivered solutions for insurance domain.",microservices involving microservices,Expert,microservices involving microservices,False
E689,Gabriel Williams,Cybersecurity,13.4,,Pune,"Worked on projects involving NoSQL Database Management, Microservices, and PostgreSQL. Delivered solutions for retail domain.",nosql database management microservices postgresql involving nosql database management microservices postgresql,Expert,nosql database management microservices postgresql involving nosql database management microservices postgresql,False
E690,Kristin Howard,Software Development,12.3,,Delhi,"Worked on projects involving CI/CD Pipelines, GraphQL, and Real-time Data Processing. Delivered solutions for insurance domain.",ci/cd pipelines graphql real-time data processing involving ci/cd pipelines graphql real-time data processing,Expert,ci/cd pipelines graphql real-time data processing involving ci/cd pipelines graphql real-time data processing,False
E691,Crystal Lee,Data Science,6.6,,Delhi,"Worked on projects involving Incident Response, Container Orchestration, and Jenkins. Delivered solutions for insurance domain.",incident response container orchestration jenkins involving incident response container orchestration jenkins,Mid-Level,incident response container orchestration jenkins involving incident response container orchestration jenkins,False
E692,Danny Wise,AI Research,13.3,,Mumbai,"Worked on projects involving CI/CD Pipelines, SQL, and GraphQL API Development. Delivered solutions for finance domain.",ci/cd pipelines sql graphql api development involving ci/cd pipelines sql graphql api development,Expert,ci/cd pipelines sql graphql api development involving ci/cd pipelines sql graphql api development,False
E693,Justin Sandoval,DevOps,4.6,,Delhi,"Worked on projects involving SQL Database Management, SQL, and Business Intelligence. Delivered solutions for telecom domain.",sql database management sql business intelligence involving sql database management sql business intelligence,Mid-Level,sql database management sql business intelligence involving sql database management sql business intelligence,False
